county,county_population,covid_cases_per_100k
Oswego County,7495936.0,9208.18
Otero County,5489152.0,12263.37
Otoe County,1024768.0,4908.83
Otsego County,5386304.0,12471.7
Ottawa County,23627904.0,26361.260000000002
Otter Tail County,3759744.0,6126.41
Ouachita County,1496448.0,6564.85
Ouachita Parish,9809856.0,10093.97
Ouray County,316928.0,5209.99
Outagamie County,12024640.0,6251.69
Overton County,1423424.0,7764.92
Owen County,2028800.0,11640.58
Owsley County,282560.0,10396.35
Owyhee County,756672.0,3975.24
Oxford County,3710400.0,8717.58
Ozark County,587136.0,4381.87
Ozaukee County,5710144.0,7244.92
Pacific County,1438144.0,6933.33
Page County,2496576.0,12835.74
Palm Beach County,95793280.0,7975.25
Palo Alto County,568704.0,7269.86
Palo Pinto County,1868096.0,3922.7
Pamlico County,814464.0,6883.56
Panola County,3672704.0,12555.789999999999
Park County,4137280.0,14186.41
Parke County,1083968.0,4817.88
Parker County,9144192.0,4928.74
Parmer County,614720.0,4955.7
Pasco County,35452608.0,7315.11
Pasquotank County,2548736.0,6932.98
Passaic County,32116864.0,10648.91
Patillas Muni,1037504.0,25131.04
Patrick County,1109304.0,9512.72
Paulding County,11989696.0,11234.1
Pawnee County,1625792.0,21290.97
Payette County,1532864.0,6546.7
Payne County,5234176.0,7151.75
Peach County,1762944.0,7060.9
Pearl River County,3554240.0,5151.69
Pecos County,1012672.0,6819.25
Pembina County,435264.0,7351.86
Pemiscot County,995715.0,6295.49
Pend Oreille County,878336.0,4044.04
Pender County,4035840.0,6427.1900000000005
Pendleton County,1379776.0,13118.539999999999
Pennington County,8185216.0,13278.36
Penobscot County,9737472.0,9998.82
Peoria County,11467456.0,8357.0
Pepin County,466368.0,5502.9800000000005
Perkins County,365519.0,8522.57
Perquimans County,861632.0,6989.5199999999995
Perry County,13235968.0,80254.48
Pershing County,430400.0,14661.74
Person County,2527360.0,7900.72
Petersburg Borough,71852.0,5450.09
Petersburg CA,133906.0,2480.13
Petersburg City,2006144.0,8020.11
Petroleum County,31168.0,2258.74
Pettis County,2709696.0,7914.7
Peñuelas Muni,1231936.0,20266.010000000002
Phelps County,3430848.0,14624.86
Philadelphia County,101380096.0,5771.92
Phillips County,1999040.0,22623.8
Piatt County,1046016.0,7984.58
Pickaway County,3741248.0,7097.51
Pickens County,11481920.0,21336.57
Pickett County,323072.0,9964.43
Pierce County,62612608.0,30025.27
Pike County,18546624.0,74320.98
Pima County,67025856.0,7346.06
Pinal County,29618496.0,6732.9
Pine County,1893056.0,6054.96
Pinellas County,62399744.0,7433.32
Pipestone County,584064.0,5358.34
Piscataquis County,1074240.0,8662.53
Pitkin County,1137088.0,7592.72
Pitt County,11567488.0,8413.62
Pittsburg County,2793856.0,8022.17
Pittsylvania County,3862656.0,10756.56
Piute County,94656.0,3786.2999999999997
Placer County,25493056.0,6091.68
Plaquemines Parish,1484608.0,6763.82
Platte County,9361984.0,15173.85
Pleasants County,477440.0,6970.45
Plumas County,1203648.0,7156.92
Plymouth County,34968256.0,9690.2
Pocahontas County,951424.0,15958.09
Poinsett County,1505792.0,10192.119999999999
Pointe Coupee Parish,1390720.0,10681.11
Polk County,100161152.0,74523.84
Ponce Muni,8440384.0,20193.19
Pondera County,378304.0,6242.65
Pontotoc County,4509312.0,22519.37
Pope County,5087872.0,22863.97
Poquoson City,785344.0,5745.28
Portage County,14927232.0,14840.2
Porter County,10904896.0,6387.76
Portsmouth City,6041472.0,6831.68
Posey County,1627328.0,5698.68
Pottawatomie County,6206400.0,16372.92
Pottawattamie County,5965184.0,4507.2
Potter County,8710016.0,18621.4
Powder River County,107648.0,5707.51
Powell County,1225046.0,18075.01
Power County,491584.0,3007.48
Poweshiek County,1184256.0,6474.32
Powhatan County,1897728.0,5733.18
Prairie County,584896.0,9197.6
Pratt County,586496.0,4212.05
Preble County,2616448.0,5975.72
Prentiss County,1608064.0,8314.16
Presidio County,429056.0,3923.0699999999997
Presque Isle County,805888.0,3017.77
Preston County,2139648.0,7307.36
Price County,854464.0,7093.03
Prince Edward County,1459328.0,10385.02
Prince George County,2454592.0,10053.960000000001
Prince George's County,58196928.0,6953.37
Prince William County,30101440.0,7616.46
Prince of Wales-Hyder CA,254323.0,3320.92
Prince of Wales-Hyder Census Area,136466.0,5287.74
Providence County,40891584.0,9626.41
Prowers County,779008.0,5340.13
Pueblo County,10779136.0,8959.54
Pulaski County,36630336.0,48051.25
Pushmataha County,710144.0,6669.1
Putnam County,26465728.0,54291.0
Quay County,528192.0,7924.41
Quebradillas Muni,1466752.0,25752.68
Queen Anne's County,3224384.0,3936.02
Queens County,144246912.0,12346.039999999999
Quitman County,581824.0,10731.4
Rabun County,1079631.0,3337.81
Racine County,12563904.0,8401.47
Radford City,1167936.0,9595.05
Rains County,800896.0,3843.72
Raleigh County,4695104.0,12642.97
Ralls County,659776.0,5752.16
Ramsey County,35957760.0,15158.050000000001
Randall County,8813632.0,2144.3
Randolph County,19264960.0,59178.59
Rankin County,9937344.0,6744.33
Ransom County,333952.0,9524.74
Rapides Parish,8297472.0,8449.0
Rappahannock County,471680.0,6797.84
Ravalli County,2803584.0,4348.7
Rawlins County,161920.0,5533.63
Ray County,1473152.0,5339.33
Reagan County,246336.0,4364.71
Real County,220928.0,6952.51
Red Lake County,259520.0,4364.92
Red River County,769472.0,5165.08
Red River Parish,540288.0,5780.67
Red Willow County,686336.0,5604.16
Redwood County,970880.0,6816.04
Reeves County,1022464.0,7079.400000000001
Refugio County,444672.0,8434.11
Reno County,3967872.0,7518.0199999999995
Rensselaer County,10157696.0,7572.74
Renville County,1080000.0,12874.52
Republic County,296704.0,5025.82
Reynolds County,401280.0,4433.8099999999995
Rhea County,2122688.0,6304.52
Rice County,4896576.0,11320.8
Rich County,158912.0,2053.94
Richardson County,503360.0,8378.84
Richland County,38186112.0,43133.83
Richland Parish,1287808.0,12946.02
Richmond City,14747904.0,8099.43
Richmond County,46880832.0,35346.9
Riley County,4750848.0,4626.04
Rincón Muni,873984.0,18036.03
Ringgold County,313216.0,5680.42
Rio Arriba County,2490944.0,10269.52
Rio Blanco County,404736.0,8538.88
Rio Grande County,721088.0,7925.799999999999
Ripley County,2663168.0,11191.26
Ritchie County,611456.0,8237.38
Riverside County,158114944.0,7098.53
Roane County,4292480.0,20094.69
Roanoke City,6345152.0,8330.39
Roanoke County,6027904.0,9687.23
Roberts County,719872.0,8907.2
Robertson County,5823680.0,20694.84
Robeson County,8360000.0,9680.4
Rock County,11137664.0,16224.93
Rock Island County,9080256.0,7601.55
Rockbridge County,1444672.0,9564.42
Rockcastle County,1068480.0,10386.44
Rockdale County,5817344.0,6352.3099999999995
Rockingham County,30894528.0,20093.87
Rockland County,20850496.0,9169.11
Rockwall County,6714560.0,5851.41
Roger Mills County,225729.0,7368.1900000000005
Rogers County,5917376.0,7699.63
Rolette County,907264.0,17755.36
Rooks County,314880.0,5508.23
Roosevelt County,1888256.0,16667.7
Roscommon County,1537216.0,4883.62
Roseau County,970560.0,5097.25
Rosebud County,571968.0,8112.39
Ross County,4906624.0,8355.72
Routt County,1640832.0,6205.64
Rowan County,10659072.0,20342.54
Runnels County,656896.0,5465.6900000000005
Rush County,1255488.0,13602.66
Rusk County,4389376.0,10587.07
Russell County,6996864.0,32624.09
Rutherford County,25556096.0,14262.14
Rutland County,3724224.0,10489.61
Río Grande Muni,3073600.0,16247.76
Sabana Grande Muni,1389568.0,21402.94
Sabine County,674688.0,3044.99
Sabine Parish,1528576.0,8097.44
Sac County,622144.0,5606.47
Sacramento County,99331712.0,7721.92
Sagadahoc County,2294784.0,7683.51
Saginaw County,12194496.0,6986.52
Saguache County,436736.0,5539.25
Salem City,1619264.0,7232.91
Salem County,3992640.0,7423.24
Salinas Muni,1736192.0,21634.47
Saline County,15176768.0,35428.22
Salt Lake County,74267968.0,6246.63
Saluda County,1310272.0,4093.2
Sampson County,4065984.0,8699.69
San Augustine County,527168.0,2415.87
San Benito County,4019712.0,9336.4
San Bernardino County,139525440.0,7986.23
San Diego County,213653120.0,8916.6
San Francisco County,56419136.0,9587.21
San Germán Muni,1934528.0,20733.13
San Jacinto County,1846976.0,5384.84
San Joaquin County,48777472.0,7575.34
San Juan County,10084864.0,41865.590000000004
San Juan Muni,20380224.0,15008.1
San Lorenzo Muni,2303296.0,19947.78
San Luis Obispo County,18119104.0,7376.97
San Mateo County,49060672.0,9645.79
San Miguel County,2269184.0,12656.43
San Patricio County,4270720.0,5751.55
San Saba County,387520.0,4558.32
San Sebastián Muni,2273792.0,24603.11
Sanborn County,150016.0,5204.73
Sanders County,775232.0,3046.39
Sandoval County,9391872.0,9085.64
Sandusky County,3745152.0,6874.8
Sangamon County,12459008.0,12207.19
Sanilac County,2634880.0,5304.88
Sanpete County,1980096.0,3290.36
Santa Barbara County,28575936.0,7369.55
Santa Clara County,123382528.0,9849.15
Santa Cruz County,20461504.0,17324.61
Santa Fe County,9622912.0,9074.35
Santa Isabel Muni,1357376.0,21754.85
Santa Rosa County,11796032.0,6282.81
Sarasota County,27759488.0,7947.85
Saratoga County,14711232.0,7809.849999999999
Sargent County,249472.0,8927.68
Sarpy County,11980544.0,6558.34
Sauk County,4124288.0,8826.56
Saunders County,1380992.0,4527.74
Sawyer County,1059712.0,9874.43
Schenectady County,9939136.0,7996.82
Schleicher County,178752.0,3150.66
Schley County,336448.0,5668.58
Schoharie County,1983936.0,5932.42
Schoolcraft County,518016.0,6819.82
Schuyler County,1871040.0,18201.76
Schuylkill County,9046976.0,6458.01
Scioto County,4820096.0,10733.78
Scotland County,2542400.0,12025.28
Scott County,34107264.0,88167.31
Scotts Bluff County,2279552.0,8518.22
Screven County,893824.0,4274.61
Scurry County,1068992.0,8220.08
Searcy County,504384.0,7131.04
Sebastian County,8180928.0,5684.23
Sedgwick County,33170560.0,10801.1
Seminole County,32267136.0,19796.88
Seneca County,5708416.0,12521.24
Sequatchie County,961664.0,7187.57
Sequoyah County,2660416.0,6485.6
Sevier County,8760128.0,19123.63
Seward County,2477568.0,12692.14
Shackelford County,208960.0,14854.579999999998
Shannon County,522624.0,4371.86
Sharkey County,276544.0,5230.28
Sharp County,1116288.0,7029.02
Shasta County,11525120.0,5156.03
Shawano County,2617536.0,7227.6
Shawnee County,11320000.0,7986.46
Sheboygan County,7381760.0,6787.78
Shelby County,87136192.0,65335.37
Shenandoah County,2791424.0,8398.27
Sherburne County,6223232.0,5614.09
Sheridan County,2744064.0,30247.579999999998
Sherman County,872163.0,18062.04
Shiawassee County,4359808.0,7351.51
Shoshone County,824448.0,5193.36
Sibley County,951360.0,6182.34
Sierra County,882944.0,7274.26
Silver Bow County,2234560.0,5922.95
Simpson County,2894720.0,15036.68
Sioux County,2576064.0,17942.68
Siskiyou County,2786496.0,5050.62
Sitka City and Borough,186846.0,9678.55
Sitka Cty&Bor,356706.0,6134.45
Skagit County,8269120.0,5500.54
Skagway Municipality,26026.0,10143.7
Skagway Muny,49686.0,1775.14
Skamania County,773312.0,2979.4
Slope County,47250.0,1866.64
Smith County,17434048.0,24664.72
Smyth County,1926656.0,13543.04
Snohomish County,52613312.0,7230.25
Snyder County,2583808.0,4676.49
Socorro County,1064768.0,6491.54
Solano County,28649152.0,9027.06
Somerset County,30622784.0,29733.79
Somervell County,584192.0,2070.61
Sonoma County,31637504.0,7683.83
Southampton County,1128384.0,7345.01
Southeast Fairbanks CA,289506.0,4120.09
Southeast Fairbanks Census Area,151646.0,3162.61
Spalding County,4268992.0,5641.46
Spartanburg County,20466240.0,7531.34
Spencer County,2536192.0,11652.05
Spink County,408064.0,5379.54
Spokane County,33459072.0,6659.55
Spotsylvania County,8717760.0,7176.14
St. Bernard Parish,3023616.0,7245.38
St. Charles County,25729408.0,7141.89
St. Charles Parish,3398400.0,6751.46
St. Clair County,33134272.0,30478.37
St. Croix County,5803968.0,8157.77
St. Francis County,1599616.0,6389.55
St. Francois County,4301760.0,8233.28
St. Helena Parish,648448.0,3691.34
St. James Parish,1350144.0,8077.36
St. John the Baptist Parish,2741568.0,6839.87
St. Johns County,16939008.0,6387.18
St. Joseph County,21298560.0,9988.81
St. Landry Parish,5255936.0,7816.2
St. Lawrence County,6895360.0,6291.07
St. Louis City,19236864.0,7367.21
St. Louis County,76369600.0,16038.24
St. Lucie County,21011008.0,7235.53
St. Martin Parish,3419584.0,5979.639999999999
St. Mary Parish,3158272.0,6257.59
St. Mary's County,7264640.0,5543.17
St. Tammany Parish,16666816.0,7865.77
Stafford County,10050432.0,15459.37
Stanislaus County,35242240.0,7049.01
Stanley County,198272.0,3583.02
Stanly County,4019584.0,8054.96
Stanton County,507264.0,9920.3
Stark County,26075968.0,21844.11
Starke County,1471680.0,4240.05
Starr County,4136512.0,9326.51
Staunton City,1595648.0,11078.15
Ste. Genevieve County,1145216.0,7298.57
Stearns County,10308800.0,7816.85
Steele County,2466496.0,9379.61
Stephens County,5019776.0,15716.93
Stephenson County,2847872.0,9106.06
Sterling County,82624.0,6971.38
Steuben County,8318272.0,12627.58
Stevens County,3904832.0,21876.49
Stewart County,1301504.0,21774.94
Stillwater County,617088.0,3049.17
Stoddard County,1857600.0,4472.02
Stokes County,2917824.0,10653.460000000001
Stone County,4018816.0,18983.13
Stonewall County,86400.0,6888.85
Storey County,263872.0,2207.09
Story County,6215488.0,4262.89
Strafford County,8360512.0,7965.07
Stutsman County,1325056.0,7273.98
Sublette County,629184.0,4445.1
Suffolk City,5894912.0,6825.7
Suffolk County,145952512.0,18382.78
Sullivan County,19824000.0,45425.6
Sully County,89024.0,1869.1399999999999
Summers County,804672.0,10101.050000000001
Summit County,39306816.0,18571.48
Sumner County,13703616.0,12277.19
Sumter County,17989888.0,28081.07
Sunflower County,1607040.0,5133.36
Surry County,5005120.0,17372.44
Susquehanna County,2580992.0,6781.89
Sussex County,24695808.0,24036.41
Sutter County,6206144.0,6951.59
Sutton County,241664.0,3283.91
Suwannee County,2842688.0,7274.23
Swain County,913344.0,11800.1
Sweet Grass County,239168.0,4522.4
Sweetwater County,2709952.0,3946.29
Swift County,593024.0,5320.5199999999995
Swisher County,473408.0,11220.76
Switzerland County,688064.0,3553.16
Talbot County,2776064.0,9142.96
Taliaferro County,98368.0,4879.6
Talladega County,5118592.0,8924.94
Tallahatchie County,883776.0,4989.4800000000005
Tallapoosa County,2583488.0,8739.84
Tama County,1078656.0,5476.5
Taney County,3579392.0,5580.33
Tangipahoa Parish,8624512.0,8257.02
Taos County,2094272.0,6619.19
Tarrant County,134560960.0,6616.07
Tate County,1812544.0,5151.67
Tattnall County,1618304.0,3594.8
Taylor County,15139264.0,52699.64
Tazewell County,11033472.0,19834.14
Tehama County,4165376.0,5780.22
Telfair County,1015040.0,3291.39
Teller County,1624832.0,4210.68
Tensas Parish,277376.0,8675.56
Terrebonne Parish,7069504.0,7627.99
Terrell County,595648.0,9856.12
Terry County,789568.0,5001.29
Teton County,2672192.0,18428.12
Texas County,2904384.0,10218.51
Thayer County,320192.0,5596.67
Thomas County,3336572.0,17220.77
Throckmorton County,96064.0,2198.46
Thurston County,19056640.0,15108.23
Tift County,2601216.0,6205.1
Tillamook County,1730304.0,5736.79
Tillman County,464000.0,4799.98
Tioga County,5682816.0,14465.5
Tippah County,1408960.0,7926.42
Tippecanoe County,12526848.0,6143.59
Tipton County,4911808.0,11446.63
Tishomingo County,1240512.0,8151.49
Titus County,2096000.0,6781.650000000001
Toa Alta Muni,4609600.0,15938.9
Toa Baja Muni,4753344.0,18151.1
Todd County,3016640.0,23332.84
Tolland County,9646144.0,4809.54
Tom Green County,7628800.0,9918.59
Tompkins County,6539520.0,9874.72
Tooele County,4624576.0,5436.02
Toole County,303104.0,4349.58
Toombs County,1717120.0,4640.32
Torrance County,989504.0,4993.2
Towner County,140096.0,6349.88
Towns County,758331.0,6654.5
Traill County,514304.0,5176.69
Transylvania County,2200640.0,7101.92
Traverse County,208576.0,7671.0
Travis County,81533056.0,6419.59
Treasure County,44544.0,2155.2000000000003
Trego County,179392.0,7313.599999999999
Trempealeau County,1897536.0,6246.46
Treutlen County,441664.0,3970.41
Trigg County,937664.0,10265.58
Trimble County,542144.0,5123.19
Trinity County,1723904.0,10927.41
Tripp County,348224.0,6836.99
Troup County,4475008.0,5114.2
Trousdale County,722176.0,5414.7300000000005
Trujillo Alto Muni,4075136.0,16727.39
Trumbull County,12670336.0,6315.95
Tucker County,437696.0,8743.93
Tulare County,29836480.0,8930.82
Tulsa County,41699328.0,7562.59
Tunica County,616448.0,5668.59
Tuolumne County,3486592.0,10250.0
Turner County,1047616.0,13281.51
Tuscaloosa County,13398720.0,8778.41
Tuscarawas County,5887168.0,6022.62
Tuscola County,3343680.0,5428.26
Twiggs County,519680.0,4458.14
Twin Falls County,5560192.0,10475.62
Tyler County,1936832.0,17165.93
Tyrrell County,257024.0,6648.33
Uinta County,1294464.0,4336.01
Uintah County,2286976.0,4701.41
Ulster County,11364672.0,7590.14
Umatilla County,4988800.0,6109.01
Unicoi County,1144512.0,10814.75
Union County,73690625.0,114255.81999999999
Union Parish,1414912.0,9797.39
United States Virgin Islands,5668468.0,6884.66
Upshur County,4219456.0,14975.88
Upson County,1684480.0,7819.13
Upton County,234048.0,4128.98
Utah County,40719040.0,4046.48
Utuado Muni,1753280.0,20197.11
Uvalde County,1711424.0,4165.93
Val Verde County,3137600.0,3555.39
Valdez-Cordova Census Area,588928.0,8965.42
Valencia County,4908032.0,8299.91
Valley County,1468544.0,19398.81
Van Buren County,6728832.0,26764.89
Van Wert County,1809600.0,6380.16
Van Zandt County,3621760.0,4854.24
Vance County,2850240.0,9662.02
Vanderburgh County,11612864.0,7868.24
Vega Alta Muni,2307904.0,18651.69
Vega Baja Muni,3201472.0,22081.82
Venango County,3242752.0,5824.19
Ventura County,54144384.0,7263.42
Vermilion County,4848512.0,10299.960000000001
Vermilion Parish,3808704.0,7544.82
Vermillion County,991872.0,6310.48
Vernon County,3288640.0,12159.17
Vernon Parish,3035456.0,4263.23
Victoria County,5893376.0,5630.72
Vieques Muni,536704.0,14738.8
Vigo County,6850432.0,6253.84
Vilas County,1420480.0,6587.1
Villalba Muni,1367808.0,23114.37
Vinton County,837440.0,6755.84
Virginia Beach City,28798336.0,6416.56
Volusia County,35410176.0,6579.4
Wabash County,2721024.0,16098.42
Wabasha County,1384128.0,6556.65
Wabaunsee County,443584.0,5814.49
Wadena County,875648.0,9223.81
Wagoner County,5202496.0,7475.78
Wahkiakum County,287232.0,3052.53
Wake County,71152704.0,9280.52
Wakulla County,2159296.0,7246.82
Waldo County,2541760.0,7508.46
Walker County,13200192.0,21904.85
Walla Walla County,3888640.0,7011.2
Wallace County,95634.0,4018.47
Waller County,3535744.0,4543.26
Wallowa County,461312.0,5410.64
Walsh County,681024.0,8486.08
Walthall County,914304.0,7657.89
Walton County,10794496.0,9921.1
Walworth County,6995392.0,11718.039999999999
Wapello County,2238016.0,4727.02
Ward County,5096896.0,10745.7
Ware County,2286976.0,5510.16
Warren County,53755584.0,96615.99
Warrick County,4031872.0,7785.92
Wasatch County,2181824.0,4722.66
Wasco County,1707648.0,7105.929999999999
Waseca County,1191168.0,5587.7699999999995
Washakie County,499520.0,6278.0
Washburn County,1006080.0,7569.95
Washington County,169045696.0,192253.29
Washington Parish,2956416.0,7723.98
Washita County,698624.0,7337.84
Washoe County,30177216.0,6003.38
Washtenaw County,23526464.0,10871.84
Watauga County,3595328.0,6993.94
Watonwan County,697408.0,5836.46
Waukesha County,25868672.0,7660.33
Waupaca County,3263360.0,6116.9
Waushara County,1564352.0,5903.52
Wayne County,151647360.0,114490.36
Waynesboro City,1448320.0,12788.28
Weakley County,2132992.0,7951.26
Webb County,17705728.0,7909.97
Weber County,16653632.0,6436.24
Webster County,7189440.0,46742.69
Webster Parish,2453760.0,10026.06
Weld County,20767488.0,6678.46
Wells County,2056320.0,10437.87
West Baton Rouge Parish,1693760.0,9676.88
West Carroll Parish,693120.0,12095.97
West Feliciana Parish,996352.0,3654.92
Westchester County,61920384.0,9668.9
Westmoreland County,23482496.0,13062.72
Weston County,443328.0,5543.59
Wetzel County,964160.0,9950.2
Wexford County,2152384.0,5536.52
Wharton County,2659584.0,7830.349999999999
Whatcom County,14442561.0,5462.27
Wheatland County,136064.0,4468.49
Wheeler County,961664.0,14748.32
White County,11139442.0,36183.1
White Pine County,613120.0,1471.86
Whiteside County,3531200.0,8666.94
Whitfield County,6696192.0,5991.67
Whitley County,4494592.0,15319.87
Whitman County,3206656.0,2987.8199999999997
Wibaux County,62016.0,4850.37
Wichita County,8598336.0,15783.93
Wicomico County,6630976.0,5618.24
Wilbarger County,817216.0,6836.84
Wilcox County,1216512.0,13835.55
Wilkes County,4994319.0,13152.45
Wilkin County,397248.0,6589.34
Wilkinson County,1125376.0,7032.67
Will County,44207552.0,8631.01
Willacy County,1366912.0,10801.6
Williams County,4753984.0,14536.63
Williamsburg City,957056.0,4627.55
Williamsburg County,1943552.0,6496.9800000000005
Williamson County,57315840.0,24708.13
Wilson County,18307392.0,28963.18
Winchester City,1796992.0,7240.57
Windham County,10176256.0,13764.300000000001
Windsor County,3523968.0,8188.99
Winkler County,512640.0,5443.18
Winn Parish,889856.0,9213.17
Winnebago County,29749312.0,22968.98
Winneshiek County,1279424.0,5432.47
Winona County,3230976.0,7903.47
Winston County,2661376.0,17443.66
Wirt County,372544.0,6373.54
Wise County,6871488.0,17239.51
Wolfe County,458048.0,15537.199999999999
Wood County,21303872.0,28668.24
Woodbury County,6598848.0,4916.25
Woodford County,4172352.0,15815.32
Woodruff County,404480.0,9905.09
Woods County,562752.0,5049.49
Woodson County,200832.0,8253.66
Woodward County,1293504.0,5546.5
Worcester County,56505472.0,11233.57
Worth County,1897024.0,17602.15
Wrangell City and Borough,55044.0,10831.33
Wrangell Cty&Bor,102582.0,3517.23
Wright County,10830592.0,16284.67
Wyandot County,1393408.0,6232.78
Wyandotte County,10587456.0,5432.53
Wyoming County,5571008.0,26883.34
Wythe County,1835776.0,9939.35
Yabucoa Muni,2066048.0,20240.39
Yadkin County,2410688.0,12135.26
Yakima County,16055872.0,5273.59
Yakutat City and Borough,12738.0,13966.44
Yakutat Cty&Bor,24318.0,9869.55
Yalobusha County,774912.0,6458.62
Yamhill County,6854400.0,5511.69
Yancey County,1156416.0,8495.19
Yankton County,1460096.0,5378.3
Yates County,1594432.0,5145.95
Yauco Muni,2148800.0,23654.46
Yavapai County,15046336.0,6013.68
Yazoo County,1900160.0,6928.25
Yell County,1365824.0,4278.12
Yellow Medicine County,621376.0,7580.66
Yellowstone County,10323200.0,7091.16
Yoakum County,557632.0,7758.49
Yolo County,14112000.0,7815.4
York County,65256768.0,38105.28
Young County,1152640.0,3869.9900000000002
Yuba County,5034752.0,7149.04
Yukon-Koyukuk CA,219660.0,4359.4
Yukon-Koyukuk Census Area,115060.0,5544.91
Yuma County,14323584.0,9532.83
Zapata County,907456.0,7821.43
Zavala County,757760.0,4831.11
Ziebach County,176384.0,7619.63
